Title,Image,Price(Rs),Rating,Number of Reviews,Availability,Link,Resolution,Processor Brand,Processor Type,Processor Speed,Memory Technology,Hard Drive Size,Hard Disk Description,Graphics Coprocessor,Graphics Card Description,Graphics RAM Type,Operating System,Item Weight,Model Year,Computer Memory Type,Graphics Card Ram Size,Total USB ports,Battery Average Life
"Lenovo Ideapad Gaming 3 AMD Ryzen 5 5600H 15.6"" (39.62cm) FHD IPS Gaming Laptop (8GB/512GB SSD/4GB NVIDIA GTX 1650/120Hz/Win 11/Backlit Keyboard/3months Game Pass/Shadow Black/2.25Kg), 82K201UEIN",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41bufC9IzpL._SX300_SY300_QL70_ML2_.jpg,Not Available,4.2,187,,https://www.amazon.in/Lenovo-Ideapad-39-62cm-Keyboard-82K201UEIN/dp/B0B6GJH5Q7/ref=sr_1_54?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019284&sprefix=%2Caps%2C683&sr=8-54,1920 X 1080 (FHD) Pixels,AMD,Ryzen 5,3.3 GHz,,512 GB,SSD,NVIDIA GeForce GTX 1650,Dedicated,GDDR6,Windows 11 Home,2 kg 250 g,2022,DDR4 SDRAM,4 GB,3,4.5 Hours
"MSI Pulse GL66, Intel 12th Gen. i9-12900H, 40CM QHD 165Hz Gaming Laptop/Windows 11 Home/NVIDIA RTX 3060, 12UEK-898IN",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/31mzR2UydbL._SX300_SY300_QL70_ML2_.jpg,114990,2.9,2,Only 1 left in stock,https://www.amazon.in/MSI-Pulse-GL66-i9-12900H-12UEK-898IN/dp/B0BLJFMQ91/ref=sr_1_55?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019284&sprefix=%2Caps%2C683&sr=8-55,2560 x 1440 Pixels,Intel,Intel Core i7,5 GHz,DDR4,1 TB,SSD,"NVIDIA GeForce RTX3060, GDDR6 6GB",Dedicated,GDDR6,Windows 11 Home,2 kg 250 g,,DDR4 SDRAM,6 GB,,
"(Renewed) ASUS TUF Gaming A17, 17.3-inch (43.94 cms) FHD 144Hz, AMD Ryzen 7 4800H, 4GB RTX3050 Graphics, Gaming Laptop (8GB/1TB SSD/Windows 11//Black/2.60 Kg), FA706IC-HX055W",https://m.media-amazon.com/images/I/41N6hC-kIaL._SY300_SX300_QL70_ML2_.jpg,Not Available,0,0,Only 1 left in stock.,https://www.amazon.in/ASUS-17-3-inch-RTX-3050-Graphics-FA706IC-HX055W/dp/B0BQC2YF6C/ref=sr_1_56?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019284&sprefix=%2Caps%2C683&sr=8-56,1920 X 1080 (FHD) Pixels,AMD,Ryzen 7,4.2 GHz,SO DIMM,1 TB,SSD,NVIDIA GeForce RTX 3050,Dedicated,,Windows 11 Home,2 kg 600 g,,SODIMM,4 GB,,8 Hours
"Acer Nitro 5 Gaming Laptop/12th Gen Intel Core i7-12700H Processor 14core/15.6""(39.6cm) FHD 144Hz Display(16GB/512GB SSD/1TB HDD/RTX 3050Ti Graphics/Windows 11/RGB),AN515-58 + Xbox Game Pass Ultimate",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41Bp-Z1t0eL._SX300_SY300_QL70_ML2_.jpg,104999,4.5,28,In stock,https://www.amazon.in/Acer-i7-12700H-Processor-Graphics-AN515-58/dp/B09X1KS4D7/ref=sr_1_57?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019284&sprefix=%2Caps%2C683&sr=8-57,1920 X 1080 (FHD) Pixels,Intel,Core i7,4.7 GHz,DDR4,1 TB,Hybrid,NVIDIA GeForce RTX 3050 Ti,Dedicated,GDDR6,Windows 11,2 kg 600 g,,DDR4 SDRAM,4 GB,,3.5 Hours
"Lenovo ThinkBook 15 AMD Ryzen 5 5500U 15.6"" (39.62cm) FHD 220 nits Antiglare Thin and Light Laptop (8GB/512GB SSD/Windows 11/MS Office/Mineral Grey/1.7 Kg), 21A4A09UIH",https://m.media-amazon.com/images/I/41r7C7JA7JL._SY300_SX300_QL70_ML2_.jpg,45990,3.8,91,In stock,https://www.amazon.in/Lenovo-ThinkBook-39-62cm-Antiglare-21A4A09UIH/dp/B0B1DK542Q/ref=sr_1_58?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019284&sprefix=%2Caps%2C683&sr=8-58,1920x1080,AMD,AMD Ryzen 5 5500U,2.1 GHz,,512 GB,SSD,AMD Radeon Graphics,Integrated,Shared,Windows 11 Home,1 kg 700 g,2022,,,4,7.5 Hours
"Acer Nitro 5 Gaming Laptop 12th Gen Intel Core i5-12500H Processor/15.6""(39.6cms) FHD(8GB/512GB SSD/RTX 3050/144Hz/Win11 Home/RGB), AN515-58,5% Instant Off on APay ICICI CreditCard (Prime only)",https://m.media-amazon.com/images/I/41ZUZJsxSuL._SX300_SY300_QL70_ML2_.jpg,79990,4.3,163,In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NDU0OTEzMDA4MDUyODE5OjE2ODEwMTkyODQ6c3BfbXRmOjIwMDczMjI3MDE4Njk4OjowOjo&url=%2FAcer-i5-12500H-Processor-Graphics-AN515-58%2Fdp%2FB09WN8FF5T%2Fref%3Dsr_1_59_sspa%3Fcrid%3D2HIK3N7L03AWH%26keywords%3Dgaming%2Blaptop%26qid%3D1681019284%26sprefix%3D%252Caps%252C683%26sr%3D8-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,1920 X 1080 (FHD) Pixels,Intel,Core i5,4.5 GHz,DDR4,512 GB,SSD,NVIDIA GeForce RTX 3050,Dedicated,GDDR6,Windows 11 Home,2 kg 500 g,,DDR4 SDRAM,4 GB,,5 Hours
"ASUS ROG Zephyrus Duo 16 (2022) Dual Screen Laptop, 16"" (40.64 cm) FHD+ 165Hz/3ms, AMD Ryzen 7 6800H, 6GB RTX3060, Gaming Laptop (32GB/2TB SSD/Windows 11/with Office/Black/2.50 Kg), GX650RMZ-LS019WS",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/413xCJaNK2L._SY300_SX300_QL70_ML2_.jpg,224990,0,0,In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NDU0OTEzMDA4MDUyODE5OjE2ODEwMTkyODQ6c3BfbXRmOjIwMDkxMzQ5ODI4Mzk4OjowOjo&url=%2FASUS-Zephyrus-RTX-3060-Windows-GX650RMZ-LS019WS%2Fdp%2FB0B5S41QMD%2Fref%3Dsr_1_60_sspa%3Fcrid%3D2HIK3N7L03AWH%26keywords%3Dgaming%2Blaptop%26qid%3D1681019284%26sprefix%3D%252Caps%252C683%26sr%3D8-60-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,1920 x 1200 Pixels,AMD,,4.7 GHz,,2 TB,SSD,NVIDIA GeForce RTX 3060,Dedicated,GDDR6,Windows 11 Home,2 kg 500 g,2022,SODIMM,6 GB,5,8 Hours
"Lenovo IdeaPad Gaming 3 AMD Ryzen 5 5600H 15.6"" (39.62cm) FHD IPS 120Hz Gaming Laptop (8GB/1TB+256GB SSD/Win 11/NVIDIA GTX 1650 4GB/Alexa/3 Month Game Pass/Shadow Black/2.2Kg), 82K201UGIN",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41bufC9IzpL._SX300_SY300_QL70_ML2_.jpg,54650,4.2,354,In stock,https://www.amazon.in/Lenovo-IdeaPad-Gaming-39-62cm-82K201UGIN/dp/B0B7RW9H6D/ref=sr_1_61?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019284&sprefix=%2Caps%2C683&sr=8-61,1080p,AMD,Ryzen 5,4.2 GHz,,1 TB,Hybrid,NVIDIA GeForce GTX 1650,Dedicated,GDDR6,Windows 11 Home,2 kg 250 g,2022,DDR4 SDRAM,4 GB,3,
"HP Victus Gaming Latest AMD Ryzen 5 5600H Processor 16.1 inch(40.9 cm) FHD Gaming Laptop (8Gb RAM/512 Gb SSD/144 Hz/Geforce GTX 1650/Alexa/B&O/Backlit KB/Win 11/MSO/Xbox Game Pass),16-E0301Ax",https://m.media-amazon.com/images/I/41b3PmlPPuL._SX300_SY300_QL70_ML2_.jpg,59990,4.3,901,In stock,https://www.amazon.in/Processor-Geforce-Backlit-Keyboard-16-E0301Ax/dp/B09RX35BKN/ref=sr_1_62?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019284&sprefix=%2Caps%2C683&sr=8-62,1920 x 1080 Pixels,AMD,AMD Ryzen 5 5600X,4.2 GHz,,,SSD,NVIDIA GeForce GTX 1650,Dedicated,GDDR6,Windows 11 Home,2 kg 480 g,2022,,4 GB,4,
"ASUS Vivobook 16X (2022), 16-inch (40.64 cms) WUXGA, AMD Ryzen 5 5600H, Thin and Light Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Quiet Blue/1.8 kg), M1603QA-MB502WS",https://m.media-amazon.com/images/I/41IMsImWGKL._SX300_SY300_QL70_ML2_.jpg,49990,4.2,169,In stock,https://www.amazon.in/ASUS-Vivobook-Integrated-Graphics-M1603QA-MB502WS/dp/B09ZV5CDWD/ref=sr_1_63?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019284&sprefix=%2Caps%2C683&sr=8-63,1920 X 1200 (WUXGA) Pixels,AMD,Ryzen 5,4.2 GHz,,512 GB,SSD,AMD Radeon Vega 7,Integrated,,Windows 11 Home,1 kg 800 g,2022,SDRAM,,4,8 Hours
"Dell New Alienware x15 R2 Gaming Laptop, Intel i9-12900H, Win11+MSO'21 , 32GB LP DDR5, 1TB SSD, NVIDIA RTX 3080 Ti (16GB GDDR6), 15.6"" (39.62Cms) FHD 360Hz 300nits, AlienFX KB (D569942WIN9, 2.34Kgs)",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41HxteZiNeL._SX300_SY300_QL70_ML2_.jpg,356600,3.8,4,In stock,https://www.amazon.in/Dell-Alienware-i9-12900H-39-62Cms-D569942WIN9/dp/B09TP13BDV/ref=sr_1_64?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019284&sprefix=%2Caps%2C683&sr=8-64,1920x1080,Intel,Core i9,3.8 GHz,DDR5,1 TB,SSD,NVIDIA RTX 3080 Ti,Dedicated,GDDR6,Windows 11 Home,2 kg 340 g,,,16 GB,,
"ASUS ROG Strix G17, 17.3""(43.94 cms)FHD 144Hz, AMD Ryzen 7 4800H, RTX3050Ti 4GB Graphics, Gaming Laptop (16GB/1TB SSD/Win11/2.4 kg)G713IE-HX040W,5% Instant off on APay ICICI CreditCard (Prime only)",https://m.media-amazon.com/images/I/41ZN0vVuyUL._SY300_SX300_QL70_ML2_.jpg,90990,4.5,138,In stock,https://www.amazon.in/ASUS-17-3-inch-RTX-3050-Ti-Graphics-G713IE-HX040W/dp/B0B3DQ36P7/ref=sr_1_65?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019284&sprefix=%2Caps%2C683&sr=8-65,1920 X 1080 (FHD) Pixels,AMD,Ryzen 7,4.2 GHz,,512 GB,SSD,NVIDIA GeForce RTX 3050,Dedicated,GDDR6,Windows 11 Home,2 kg 400 g,2021,SODIMM,4 GB,,8 Hours
"ASUS TUF Gaming A15, 15.6-inch (39.62 cms) FHD 144Hz, AMD Ryzen 5 4600H, 4GB NVIDIA GeForceGTX 1650, Gaming Laptop (8GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.3 Kg), FA506IHRB-HN079W",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41LDfnScXZS._SX300_SY300_QL70_ML2_.jpg,59590,4.4,840,In stock,https://www.amazon.in/ASUS-15-6-inch-GeForce-GTX-Battery-FA506IHRB-HN079W/dp/B09ZXPNJYQ/ref=sr_1_66?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019284&sprefix=%2Caps%2C683&sr=8-66,1920 X 1080 (FHD) Pixels,AMD,Ryzen 5,4 GHz,,512 GB,SSD,NVIDIA GeForce GTX 1650,Dedicated,GDDR6,Windows 11 Home,2 kg 300 g,2021,SODIMM,4 GB,4,14.7 Hours
"ASUS TUF Gaming A15 with 90Whr Battery Ryzen 7 Octa Core 5800H 15.6 Inch (40 cm) (AMD, 16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) FA506QM-HN008W Graphite Black",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61oL3A4W8wL._SY300_SX300_QL70_ML2_.jpg,89923,3.6,8,Only 1 left in stock,https://www.amazon.in/ASUS-Battery-Graphics-FA506QM-HN008W-Graphite/dp/B0BJL73VH7/ref=sr_1_67?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019284&sprefix=%2Caps%2C683&sr=8-67,1920 x 1080 Pixels,AMD,Ryzen 7,3.2 GHz,DDR4,2 TB,SSD,NVIDIA GeForce RTX 3060,Dedicated,GDDR6,Windows 11 Home,2 kg 500 g,,,,,4 Hours
"Dell G15 5520 Windows 11 Gaming Laptop, Intel i7-12700H, 16GB, 512Gb, NVIDIA RTX 3050 Ti (4GB GDDR6), 15.6"" - 39.62Cms FHD WVA AG 120Hz 250 nits, Backlit KB Orange, Shadow Grey, 2.81Kgs - D560823WIN9B",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/513Yd0ES8PL._SX300_SY300_QL70_ML2_.jpg,107590,3.4,9,In stock,https://www.amazon.in/Dell-Windows-Gaming-Laptop-i7-12700H/dp/B09XXNKLBF/ref=sr_1_68?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019284&sprefix=%2Caps%2C683&sr=8-68,1920 x 1080,Intel,Core i7,3.5 GHz,DDR5,512 GB,SSD,NVIDIA GeForce RTX 3050 Ti,Dedicated,DDR5 SDRAM,Windows 11,2 kg 810 g,,DDR SDRAM,4 GB,,3 Hours
"ASUS TUF Gaming A15, 15.6-inch (39.62 cms) FHD 144Hz, AMD Ryzen 7 4800H, 4GB NVIDIAGeForceRTX3050, Gaming Laptop (8GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.3 Kg), FA506ICB-HN005W",https://m.media-amazon.com/images/I/41LDfnScXZS._SX300_SY300_QL70_ML2_.jpg,71490,4.3,98,In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NDU0OTEzMDA4MDUyODE5OjE2ODEwMTkyODQ6c3BfYnRmOjIwMDYxNDkxNDQwMDk4OjowOjo&url=%2FASUS-15-6-inch-NVIDIA-GeForce-RTX-3050-Battery-FA506ICB-HN005W%2Fdp%2FB09ZXVY6NR%2Fref%3Dsr_1_69_sspa%3Fcrid%3D2HIK3N7L03AWH%26keywords%3Dgaming%2Blaptop%26qid%3D1681019284%26sprefix%3D%252Caps%252C683%26sr%3D8-69-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,1920 X 1080 (FHD) Pixels,AMD,Ryzen 7,4.2 GHz,,512 GB,SSD,NVIDIA GeForce RTX 3050,Dedicated,GDDR6,Windows 11 Home,2 kg 300 g,2021,SODIMM,4 GB,4,1 Hours
"Acer Aspire 5 Gaming Laptop, Intel Core i5 12th gen (12-Cores) (8 GB/512 GB SSD/Win11 Home/4 GB Graphics/GeForce RTX 2050) A515-57G (15.6"",1.8 Kg),5% Instant Off on APay ICICI CreditCard (Prime only)",https://m.media-amazon.com/images/I/41dgHDQs4RL._SX300_SY300_QL70_ML2_.jpg,59999,3.9,198,In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NDU0OTEzMDA4MDUyODE5OjE2ODEwMTkyODQ6c3BfYnRmOjIwMDU2NzI3MDMyMDk4OjowOjo&url=%2FAcer-12-Cores-Windows-Graphics-A515-57G%2Fdp%2FB0B45RSRQL%2Fref%3Dsr_1_70_sspa%3Fcrid%3D2HIK3N7L03AWH%26keywords%3Dgaming%2Blaptop%26qid%3D1681019284%26sprefix%3D%252Caps%252C683%26sr%3D8-70-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,1920 x 1080 Pixels,Intel,Core i5,3.3 GHz,DDR4,512 GB,SSD,NVIDIA GeForce RTX 2050,Dedicated,GDDR6,Windows 11 Home,1 kg 800 g,,DDR4 SDRAM,4 GB,,
"HP Pavilion Gaming 11th Gen Intel Core i5 15.6""(39.6cm) FHD Gaming Laptop (8GB RAM/512GB SSD/RTX 3050 4GB Graphics/144 Hz/B&O/Windows 10 Home/MS Office/2.23Kg), 15-dk2012TX, Black",https://m.media-amazon.com/images/I/41j6O0FtwTL._SX300_SY300_QL70_ML2_.jpg,69057,3.8,39,In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3Nzk1MzI1MTI4ODIwNzc1OjE2ODEwMTkzODA6c3BfYXRmX25leHQ6MjAwNTg1ODE0NzIzOTg6OjA6Og&url=%2FHP-Pavilion-Graphics-Windows-15-dk2012TX%2Fdp%2FB09J2GR7X3%2Fref%3Dsr_1_65_sspa%3Fcrid%3D2HIK3N7L03AWH%26keywords%3Dgaming%2Blaptop%26qid%3D1681019380%26sprefix%3D%252Caps%252C683%26sr%3D8-65-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,1920 X 1080 (FHD) Pixels,Intel,Core i5,4.4 GHz,,512 GB,SSD,NVIDIA GeForce RTX 3050,Dedicated,GDDR6,Windows 10 Home,2 kg 230 g,2021,DDR4 SDRAM,4,3,
"HP Victus Gaming Laptop AMD Ryzen 5 5600H 15.6 inch(39.6 cm) FHD IPS Gaming Laptop (8GB RAM/512GB SSD/AMD Radeon RX 6500M Graphics(4GB GDDR6)/144Hz/9ms Response time/Backlit KB/B&O/Alexa),15-fb0777AX",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41b3PmlPPuL._SX300_SY300_QL70_ML2_.jpg,59490,4.5,2,In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3Nzk1MzI1MTI4ODIwNzc1OjE2ODEwMTkzODA6c3BfYXRmX25leHQ6MjAxNDE0OTkyNjc2OTg6OjA6Og&url=%2FHP-Graphics-Response-Backlit-15-fb0777AX%2Fdp%2FB0BSG1S3GN%2Fref%3Dsr_1_66_sspa%3Fcrid%3D2HIK3N7L03AWH%26keywords%3Dgaming%2Blaptop%26qid%3D1681019380%26sprefix%3D%252Caps%252C683%26sr%3D8-66-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,1920x1080 Pixels,AMD,Ryzen 5,4.2 GHz,DDR4,512 GB,SSD,AMD Radeon RX 6500M,Dedicated,GDDR6,Windows 11 Home,2 kg 370 g,,,,,
"MSI Gaming Pulse GL66, Intel 11th Gen. i7-11800H, 40CM QHD 165Hz Gaming Laptop (16GB/1TB NVMe SSD/Windows 10 Home/Nvidia RTX 3070 8GB GDDR 6/Grey/2.25Kg), 11UGK-431IN",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/31kmv9bLxhL._SX300_SY300_QL70_ML2_.jpg,136700,4.3,31,Only 1 left in stock,https://www.amazon.in/MSI-Gaming-i7-11800H-Windows-11UGK-431IN/dp/B09YTRGXFD/ref=sr_1_67?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019380&sprefix=%2Caps%2C683&sr=8-67,2560 X 1440 (QHD) Pixels,,Intel Core i7,4.6 GHz,,,SSD,NVIDIA GeForce RTX 3070,Dedicated,,Windows 10 Home,2 kg 250 g,,DDR4 SDRAM,8 GB,,
"MSI Gaming Raider GE66, Intel 12th Gen. i7-12700H, 17.3"" UHD 120Hz Gaming Laptop (16GBx2/2TB NVMe SSD/Windows 11 Home/Nvidia RTX 3080Ti 16GB GDDR 6/ Titanium Blue/2.9Kg), 12UHS-218IN,9S7-154414-218",https://m.media-amazon.com/images/I/41j6rslWK7L._SX300_SY300_QL70_ML2_.jpg,397110,5,5,Only 1 left in stock,https://www.amazon.in/MSI-i7-12700H-Titanium-12UHS-218IN-9S7-154414-218/dp/B09RHLJN2Z/ref=sr_1_68?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019380&sprefix=%2Caps%2C683&sr=8-68,,Intel,Intel Core i7,4700 MHz,DDR5,1 TB,SSD,RTX3080Ti,Dedicated,GDDR6,Windows 11 Home,2 kg 380 g,,,16 GB,,
"Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen 15.6"" (39.62cm) FHD IPS Gaming Laptop (8GB/512GB SSD/4GB NVIDIA GTX 1650/120Hz/Win 11/Backlit/3months Game Pass/Shadow Black/2.25Kg), 82K10198IN",https://m.media-amazon.com/images/I/41bufC9IzpL._SX300_SY300_QL70_ML2_.jpg,55359,4.1,520,In stock,https://www.amazon.in/Lenovo-IdeaPad-39-62cm-Backlit-82K10198IN/dp/B0B4JQ9X9C/ref=sr_1_69?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019380&sprefix=%2Caps%2C683&sr=8-69,1920 X 1080 (FHD) Pixels,Intel,Core i5,3.1 GHz,,,SSD,NVIDIA GeForce GTX 1650,Dedicated,GDDR6,Windows 11 Home,2 kg 250 g,2022,DDR4 SDRAM,4 GB,3,4.5 Hours
"ASUS TUF Dash F15 (2022), 15.6-inch (39.62 cms) FHD 144Hz, Intel Core i5-12450H 12th Gen, RTX3050 4GB Graphics, Gaming Laptop (8GB/512GB SSD/Windows 11/Office 2021/Black/2 kg), FX517ZC-HN036WS",https://m.media-amazon.com/images/I/31bGdREleFL._SX300_SY300_QL70_ML2_.jpg,81990,4.3,141,In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MjU5NjA5OTI3MTczODcyOjE2ODEwMTkzODA6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMDc5NjYzMzIwODk4OjowOjo&url=%2FASUS-15-6-inch-i5-12450H-RTX-3050-FX517ZC-HN036WS%2Fdp%2FB0B3DPZFGF%2Fref%3Dsxin_16_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.aecf6855-ca22-4113-9547-36a39dda6fb4%253Aamzn1.sym.aecf6855-ca22-4113-9547-36a39dda6fb4%26crid%3D2HIK3N7L03AWH%26cv_ct_cx%3Dgaming%2Blaptop%26keywords%3Dgaming%2Blaptop%26pd_rd_i%3DB0B3DPZFGF%26pd_rd_r%3D1752a134-42f7-4d93-b606-ad5ac0ba2880%26pd_rd_w%3DNeBfK%26pd_rd_wg%3DPZNip%26pf_rd_p%3Daecf6855-ca22-4113-9547-36a39dda6fb4%26pf_rd_r%3DZWF912WR1YZSTJDCYK4N%26qid%3D1681019380%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3D%252Caps%252C683%26sr%3D1-65-351ffc08-24e1-40aa-a001-b834a6556c30-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,1920 X 1080 (FHD) Pixels,Intel,Core i5,2 GHz,,,SSD,NVIDIA GeForce RTX 3050,Dedicated,GDDR6,Windows 11 Home,2 kg,2022,SODIMM,4 GB,3,8 Hours
"ASUS TUF Gaming A15, 15.6-inch (39.62 cms) FHD 144Hz, AMD Ryzen 7 4800H, 4GB NVIDIAGeForceRTX3050, Gaming Laptop (8GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.3 Kg), FA506ICB-HN005W",https://m.media-amazon.com/images/I/41LDfnScXZS._SX300_SY300_QL70_ML2_.jpg,71490,4.3,98,In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MjU5NjA5OTI3MTczODcyOjE2ODEwMTkzODA6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMDYxNDkxNDQwMDk4OjoxOjo&url=%2FASUS-15-6-inch-NVIDIA-GeForce-RTX-3050-Battery-FA506ICB-HN005W%2Fdp%2FB09ZXVY6NR%2Fref%3Dsxin_16_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.aecf6855-ca22-4113-9547-36a39dda6fb4%253Aamzn1.sym.aecf6855-ca22-4113-9547-36a39dda6fb4%26crid%3D2HIK3N7L03AWH%26cv_ct_cx%3Dgaming%2Blaptop%26keywords%3Dgaming%2Blaptop%26pd_rd_i%3DB09ZXVY6NR%26pd_rd_r%3D1752a134-42f7-4d93-b606-ad5ac0ba2880%26pd_rd_w%3DNeBfK%26pd_rd_wg%3DPZNip%26pf_rd_p%3Daecf6855-ca22-4113-9547-36a39dda6fb4%26pf_rd_r%3DZWF912WR1YZSTJDCYK4N%26qid%3D1681019380%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3D%252Caps%252C683%26sr%3D1-66-351ffc08-24e1-40aa-a001-b834a6556c30-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,1920 X 1080 (FHD) Pixels,AMD,Ryzen 7,4.2 GHz,,512 GB,SSD,NVIDIA GeForce RTX 3050,Dedicated,GDDR6,Windows 11 Home,2 kg 300 g,2021,SODIMM,4 GB,4,1 Hours
"ASUS TUF Gaming F15, 15.6-inch (39.62 cms) FHD 144Hz, Intel Core i5-10300H 10th Gen, 4GB NVIDIA GeForceGTX 1650, Gaming Laptop (8GB/512GB SSD/Windows 11/Office H&S/Black/2.3 Kg), FX506LHB-HN355WS",https://m.media-amazon.com/images/I/51pwFj984WL._SX300_SY300_QL70_ML2_.jpg,56990,4.3,978,In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MjU5NjA5OTI3MTczODcyOjE2ODEwMTkzODA6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMDYxNDkxNDM5Nzk4OjoyOjo&url=%2FASUS-15-6-inch-i5-10300H-GeForce-GTX-FX506LHB-HN355WS%2Fdp%2FB09ZXM2B4N%2Fref%3Dsxin_16_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.aecf6855-ca22-4113-9547-36a39dda6fb4%253Aamzn1.sym.aecf6855-ca22-4113-9547-36a39dda6fb4%26crid%3D2HIK3N7L03AWH%26cv_ct_cx%3Dgaming%2Blaptop%26keywords%3Dgaming%2Blaptop%26pd_rd_i%3DB09ZXM2B4N%26pd_rd_r%3D1752a134-42f7-4d93-b606-ad5ac0ba2880%26pd_rd_w%3DNeBfK%26pd_rd_wg%3DPZNip%26pf_rd_p%3Daecf6855-ca22-4113-9547-36a39dda6fb4%26pf_rd_r%3DZWF912WR1YZSTJDCYK4N%26qid%3D1681019380%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3D%252Caps%252C683%26sr%3D1-67-351ffc08-24e1-40aa-a001-b834a6556c30-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,1920 X 1080 (FHD) Pixels,AMD,Core i5,2.5 GHz,,512 GB,SSD,NVIDIA GeForce GTX 1650,Dedicated,GDDR6,Windows 11 Home,2 kg 300 g,2021,SODIMM,4 GB,4,14.7 Hours
